artist,album,track,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
Gowe,We Are Hypergiants,I Wonder (feat. Erin Kim),spotify:track:0VBl0voPshypPV7ozSNWeo,0.462,0.952,1,-3.672,0,0.275,0.324,0,0.169,0.797,82.676,295079,874504
Standing Egg,S.C.H (Small but Certain Happiness),S.C.H (Small but Certain Happiness),spotify:track:1Xsw6tFFDKniy1eZg6QEY9,0.676,0.451,4,-7.966,1,0.0367,0.373,1.97E-06,0.154,0.839,172.038,289133,1043565
D.O.,That's okay,That's okay,spotify:track:2Ghu1DdMwxS3VAyB7i38Wo,0.679,0.442,7,-8.928,1,0.0637,0.723,0,0.231,0.628,129.671,221373,5944
Friday Night Plans,LOCATION - Los Angeles,Fall in love with you in every 4AM.,spotify:track:2sXQnT404FrXeSEZkJXfKM,0.816,0.494,9,-9.827,1,0.0426,0.0621,6.05E-05,0.0999,0.336,116.973,176354,355889
Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),spotify:track:62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,772130
Emilee,i love you baby,i love you baby,spotify:track:124lzQbZK2jQZqwTq8jt2n,0.763,0.475,4,-8.213,1,0.0431,0.52,0,0.239,0.562,90.007,214000,7521295
Pop Smoke,Shoot For The Stars Aim For The Moon,Mood Swings (feat. Lil Tjay),spotify:track:5rZlwNFl01HqLWBQGryKSm,0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,213333,7454561
Virus Syndicate,Let That Go,Let That Go,spotify:track:2NX8NP9hZ0Cl97jrmgxJh6,0.657,0.933,9,-3.06,1,0.235,0.00776,6.66E-06,0.201,0.521,174.006,231724,23082591
Chan,Walkin' In The Park,Walkin' In The Park,spotify:track:7Gg92rvlIvAwzFFXXm7WOl,0.494,0.542,1,-7.205,0,0.0454,0.835,0.000215,0.109,0.349,139.128,235714,13684137
星野,晚风告白,晚风告白,spotify:track:6ZxvapmYLdLdRCdIFR0NRQ,0.656,0.512,3,-8.897,1,0.0316,0.801,0,0.113,0.347,111.998,235179,11269690
Vendredi sur Mer,Mort / Fine,Mort / Fine,spotify:track:74rAUEQaV8ifYvDkp0GYQe,0.895,0.403,2,-9.132,0,0.0679,0.508,0.738,0.0987,0.725,107.985,189613,7351324
Eldon,Pink cheeks,Pink cheeks,spotify:track:4HaI6qDEZYHG0sQnd54FDQ,0.833,0.498,6,-4.509,1,0.0407,0.386,1.21E-05,0.118,0.701,95.017,183773,615841
LINDA.G,DU RI JYU WA X LINDA X Let's Dance,LINDA (Feat. Yoonmirae),spotify:track:5MsXTNu6DS3Qx5Ms7pTuoX,0.765,0.699,7,-2.288,0,0.0447,0.585,0,0.129,0.661,89.904,268840,3895321
Kim Mi Jeong,"Love Interference Season3 (Original Television Soundtrack), Pt. 17",Say I Love U,spotify:track:1qwn1cLzaOKb501YwbuF1H,0.76,0.375,4,-3.895,1,0.0393,0.842,2.08E-06,0.106,0.773,91.99,170747,310420
Tim,영민,사랑합니다...,spotify:track:0RWpk45QZEh3l3LcM6TL7q,0.383,0.504,2,-5.611,1,0.0368,0.676,0,0.101,0.187,133.838,228947,182390
DJ Snake,U Are My High (with Future),U Are My High (with Future),spotify:track:0ITaSRuI0L1RNL7ZNYTTi7,0.602,0.824,0,-4.087,0,0.0547,0.0867,0,0.0947,0.442,125.147,211200,6948874
TWICE,Twicecoaster: Lane 2,Ice Cream,spotify:track:22DRA2em8kN01PTtasTPXv,0.651,0.573,5,-6.452,0,0.0375,0.451,0,0.113,0.234,123.866,232067,1786529
NELL,Let’s Part,Time Walking on Memories,spotify:track:6XkrfYmgPGSvgufoivTQgj,0.399,0.331,10,-9.221,1,0.0478,0.858,1.38E-06,0.11,0.193,171.208,389853,0
Justin Timberlake,Justified,Cry Me a River,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,288333,7334826
slchld,modern breakups,maybe we need a break,spotify:track:3Lr7NDSn4xKGa1dzMdGkBj,0.446,0.409,9,-4.812,1,0.0543,0.766,0,0.0891,0.349,80.67,184833,601045
Jesse Gold,Stupid Hours,One In A Million,spotify:track:6m6Xew8uyUBkVqQ0EbJNSN,0.75,0.385,4,-9.109,1,0.123,0.331,1.88E-06,0.147,0.505,68.713,178636,789704
Milky Day,You'll Be Alright,You'll Be Alright,spotify:track:4bWlQ8IMyy3PMZt88rTVQC,0.708,0.461,5,-12.25,1,0.0288,0.165,0.000869,0.0865,0.592,92.015,199017,310395
Rain,It's Raining,지운 얼굴 (Familiar Face),spotify:track:59CYOWfGI9HEtxv4b4sTvx,0.706,0.698,8,-3.87,0,0.0446,0.522,0,0.236,0.594,95.991,249547,1161151
Billie Eilish,Happier Than Ever,Lost Cause,spotify:track:4191RXFPa7Ge9XkA4cWlna,0.526,0.334,10,-8.491,0,0.251,0.702,0.00782,0.0586,0.522,74.966,212496,4942514
Audrey Mika,Just Friends,Just Friends,spotify:track:1NzRZ7AosK7ZDumMsZYofo,0.868,0.656,7,-6.579,1,0.0351,0.0879,0.00316,0.14,0.793,114.991,168983,130766
SFC.JGR,Slow Step,1 Step,spotify:track:4FB78QtUNsQBF75nNTtLlV,0.471,0.241,0,-10.645,1,0.0289,0.884,0,0.158,0.292,90.984,116635,1017257
Hui,About Time (Official TV Soundtrack) Part 3,Maybe,spotify:track:6hankt0nMgLZgkQaAyTgWK,0.467,0.498,1,-5.518,1,0.0339,0.761,0,0.121,0.264,175.791,261587,1166800
HYOLYN,My Love From the Star OST,Good bye,spotify:track:7e9gIuoYenaIIOO2ftG6QB,0.581,0.447,10,-8.412,1,0.0297,0.768,0,0.168,0.396,79.971,218920,5700461
Eun Ji-Won,My Secret Romance OST Part.3,Love song,spotify:track:2ZMtGCPpapsOBfHqAqKAIU,0.674,0.668,7,-6.489,1,0.0456,0.194,0,0.535,0.487,90.978,226437,1400301
Alexander 23,I'm Sorry I Love You - EP,Girl,spotify:track:4yYeePS9C7q9iJuxvNCpnF,0.927,0.43,5,-5.336,0,0.115,0.392,1.97E-06,0.159,0.962,99.975,121227,3248078
Ra.D,RealCollabo+RMX,I′m In Love (Piano RMX),spotify:track:6M2CiAIc4lZLAqJZPf690z,0.462,0.285,0,-10.352,1,0.0574,0.915,6.56E-06,0.144,0.411,74.136,234613,207730
Sevyn Streeter,Girl Disrupted,Before I Do,spotify:track:0eWkGHUqc5a19PIzJ1v6E4,0.651,0.548,6,-6.863,1,0.0856,0.168,0,0.142,0.623,78.967,237038,0
OuiOui,HANA,Thinkin' bout you,spotify:track:21DduanRJyq1KNV4h1DyWH,0.663,0.569,5,-5.115,0,0.278,0.646,0,0.304,0.725,85.101,216360,1410171
Beltran,Smack Yo',Smack Yo',spotify:track:2UdCQIDwFvGhslUYZH5tRR,0.884,0.745,7,-7.892,1,0.135,0.00321,0.357,0.0921,0.735,126.992,245669,6940486
Mac Ayres,Juicebox,Get Away,spotify:track:5rlN7kWG5R7de0emQYkXaS,0.676,0.672,6,-4.557,1,0.07,0.287,3.67E-05,0.103,0.322,87.687,308825,1179615
Sam Ock,To Belonging,One of a Kind (feat. Sarah Kang),spotify:track:4eAfQaWjbnRIMnmJoXPzFv,0.892,0.393,11,-5.633,1,0.196,0.571,0,0.132,0.825,88.986,219703,668255
Sweet The Kid,Perfect Time,Perfect Time,spotify:track:1OYjpGovJrCPVjGDj73t63,0.535,0.544,2,-6.252,0,0.157,0.741,0,0.101,0.312,137.524,208696,9123559
Ariana Grande,Sweetener,no tears left to cry,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,205920,2821361
Ariana Grande,"thank u, next",7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,3249644
Groove Edition,"K-Pop Karaoke/Instrumental (가요 MR반주), Pt. 89",하루 하루 (Day To Day) [In the Style of Tashannie] - Karaoke,spotify:track:0l4sOlYtZS9oxhisbyPvQ2,0.578,0.566,2,-7.954,0,0.0383,0.18,0.889,0.159,0.818,133.983,261590,6851431
1K,就忘了吧,就忘了吧,spotify:track:0l6w3GsvjJWdZHs3eXTjuL,0.524,0.653,10,-6.011,1,0.0325,0.488,0,0.241,0.41,131.979,203221,14215588
WONWOO,Bittersweet (feat. LeeHi),Bittersweet (feat. LeeHi),spotify:track:347PJwH4XqRbeaKaIW9sX3,0.824,0.68,10,-6.331,0,0.0425,0.425,0,0.0849,0.772,110.077,174773,4946586
Conor Matthews,fool's elegy,Loves Me Lonely,spotify:track:2oqgw2cMAL26QYnGBsbmSn,0.655,0.361,10,-8.72,1,0.0455,0.833,0,0.09,0.376,79.972,172133,1834
Rezz,The Silence Is Deafening,Edge,spotify:track:4pCvnGkf7jveRMKHZosxxB,0.844,0.682,2,-9.556,1,0.0453,0.00207,0.797,0.113,0.352,99.99,223887,11825245
Rain,BACK TO THE BASIC,Love Song,spotify:track:5HDez4lcVCT4385O1Oo6ZS,0.552,0.561,11,-5.772,1,0.0456,0.747,0.000139,0.14,0.345,138.114,226307,1400301
slchld,you won't be there for me,you won't be there for me,spotify:track:7vwhqiIfU8HqXhNgyy8ubR,0.777,0.308,2,-6.483,0,0.0314,0.226,0,0.109,0.634,94.933,182646,370537
Kiggen,Starlight No More,Starlight No More,spotify:track:0CSfu5jtIJAoSMn1Y6ktL3,0.476,0.341,6,-14.438,1,0.432,0.892,2.40E-05,0.143,0.295,109.745,197671,830532
Troye Sivan,Angel Baby,Angel Baby,spotify:track:2m6Ko3CY1qXNNja8AlugNc,0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,220780,1263987
KIM JAE HWAN,Goodbye,Goodbye,spotify:track:63OcHoGgmQD6W4GKq5soLQ,0.454,0.417,3,-5.759,1,0.034,0.538,0,0.101,0.219,125.85,253627,662395
emoji,2oclock,2oclock (feat. JUNNY),spotify:track:7LZ2OBh8jEE2k2yn5dpcp9,0.631,0.478,9,-6.054,0,0.0465,0.592,0,0.22,0.642,140.088,155794,229609
Flo Milli,"Ho, why is you here ?",In The Party,spotify:track:52BJrldggFQyTiW8XrILhO,0.919,0.609,9,-5.059,1,0.262,0.0096,0,0.124,0.418,134.992,137362,268066
Jessie Reyez,BEFORE LOVE CAME TO KILL US,COFFIN (feat. Eminem),spotify:track:4HqPiUgeE9z0MHLXkgUQkQ,0.585,0.594,9,-5.342,1,0.332,0.354,5.36E-05,0.0921,0.138,184.013,261773,1637440
LeeHi,ONLY,ONLY,spotify:track:13CvkXwGXruBTv2Rh6JmHR,0.529,0.294,5,-7.454,1,0.0353,0.887,0,0.0867,0.155,123.177,240907,698882
CIKI,BOKE,BOKE,spotify:track:3Rt7BjFHnJ4QxBGT897Vs2,0.802,0.488,1,-5.523,0,0.0675,0.569,1.55E-05,0.22,0.496,94.994,184510,527811
Tiësto,Don't Be Shy,Don't Be Shy,spotify:track:0bI7K9Becu2dtXK1Q3cZNB,0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,140500,6866864
Eminem,The Marshall Mathers LP2,The Monster,spotify:track:48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189,14629356
Sia,This Is Acting (Deluxe Version),Cheap Thrills,spotify:track:3S4px9f4lceWdKf0gWciFu,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,0
Charlie Burg,"One, Violet","Art History, Pt. 1",spotify:track:0i10RVC3V0TZREaG8DNVTP,0.675,0.206,5,-11.891,1,0.0841,0.843,0,0.103,0.394,96.841,182625,2159
PARK WON,"It's Okay to Not Be Okay (Original Television Soundtrack), Pt.3",My Tale,spotify:track:60CQnCnF2vButAQYP0wgXp,0.495,0.446,10,-4.693,1,0.0277,0.766,0,0.115,0.281,139.59,226040,198817
Kanye West,Donda,Hurricane,spotify:track:0RbW8kWozrVSIGb4V13o0o,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187,675911
WONHO,Bittersweet,Don't Regret,spotify:track:52ZJqAyxIpF0T2erjO8Ug2,0.624,0.724,1,-4.032,0,0.0666,0.0221,0,0.462,0.399,145.952,195373,4681626
Younha,RescuE,Hello(feat.pH-1),spotify:track:7AgILHRIdHKV65CIeLarkj,0.694,0.62,5,-5.617,1,0.045,0.429,0,0.108,0.574,103.044,200288,400576
7Princess,Princess Diary,Happy Christmas,spotify:track:1nHX3CFsitkukOsGBybIjX,0.67,0.594,1,-4.399,1,0.0264,0.428,0.0012,0.354,0.285,135.852,229053,1878546
Jimmy Brown,Let Me Know,Let Me Know,spotify:track:1SPDWTBH7qcjbZ8zMRXlQ9,0.797,0.39,2,-6.594,1,0.0303,0.726,0,0.144,0.536,97.944,188666,10193
Who R U?,Midnight Blue,Without Star,spotify:track:3aeM0FzenuTueZdwHfMSS6,0.507,0.525,6,-4.29,1,0.0506,0.898,0,0.102,0.384,129.573,225173,3198068
Justin Park,Places Like Home,On the Low,spotify:track:4MIKclDDgZgzuaATP5yOjW,0.68,0.53,0,-6.854,0,0.209,0.203,0,0.115,0.398,87.008,181379,84009
Daul,For Us,For Us,spotify:track:5y5SHTh6nq8b4Frs3usMpp,0.736,0.639,6,-5.364,1,0.0379,0.253,0.0002,0.0744,0.941,159.981,219001,5104
Woody,The sketch you sketched,The sketch you sketched,spotify:track:3ey6qWxaDV7tpq7FfKOdCr,0.47,0.567,4,-3.746,1,0.183,0.69,3.19E-06,0.107,0.715,175.555,196520,24014
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,spotify:track:2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,215360,811125
Johnny Stimson,Butterflies,Butterflies,spotify:track:67H8bb1jyE3WlyBONjpc84,0.7,0.382,0,-9.896,1,0.178,0.317,0,0.11,0.759,145.965,161096,241651
Urban Zakapa,[01],Coffee - Reprise Version,spotify:track:78rZYmaV2Tb2SOyroloZok,0.709,0.495,8,-7.787,1,0.0275,0.634,0,0.275,0.723,97.998,228911,4226
Binaural Beats Sleep,"Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",Binaural Beats (Deep Sleep),spotify:track:0tPuFBwxHeJ4XizUCfmlNw,0.486,0.000953,3,-40.637,1,0.047,0.992,0.666,0.111,0.329,64.26,121626,766
Cream,Friday Blues,Friday Blues,spotify:track:4h7cWN1SvevARfXqznXqT5,0.791,0.694,1,-4.591,0,0.116,0.77,0.000434,0.121,0.683,101.931,208740,212059
YUJU,Love Rain,Love Rain (Feat. SURAN),spotify:track:4T5fM8eGg5Pj6PLtIGLeU5,0.469,0.631,5,-5.016,0,0.0926,0.127,0,0.399,0.643,173.689,209566,3030787
Lady Gaga,ARTPOP,Sexxx Dreams,spotify:track:0kS6GezxkbM5YXffQFnID6,0.674,0.715,8,-4.337,1,0.0493,0.0281,0,0.0894,0.381,113.942,214640,3955671
dhruv,double take,double take,spotify:track:2CVChktEKBsM6v4IfdFU5k,0.654,0.434,8,-11.163,1,0.0665,0.837,0,0.216,0.223,109.069,171743,105534
Lena,SAY,SAY,spotify:track:0n5ljzmTfURQEAY5Bh6ed5,0.709,0.388,8,-6.058,1,0.343,0.662,0,0.0974,0.712,76.787,177039,18460
A Boogie Wit da Hoodie,Hoodie SZN,Look Back at It,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4122630
陈一彤,一整个爱住你,一整个爱住你,spotify:track:0yyYSJBeXYNGa7TSgB8TJ7,0.572,0.579,3,-8.845,1,0.0472,0.599,8.41E-06,0.351,0.668,109.952,207273,8061043
ANGIE安吉,Close Your Eyes,Close Your Eyes,spotify:track:6euvuiC7sGznInmGZ4oZ6Q,0.448,0.359,8,-11.197,1,0.033,0.796,2.03E-05,0.0999,0.114,141.737,156000,267919
Yoon Hyun Sang,PIANOFORTE,When would it be (Duet. IU),spotify:track:0AAZ3I1xQZBfLwqkCWb87e,0.537,0.276,1,-7.936,1,0.0383,0.737,0,0.278,0.227,127.314,258511,3297
Zomboy,The Outbreak,Skull 'n' Bones,spotify:track:6WnM7Vgor1yuUHDerQtHue,0.434,0.988,1,-2.037,1,0.111,0.000142,0.803,0.0758,0.336,174.07,233357,12869408
RL Grime,Stinger,Stinger,spotify:track:0yrSc38VgNvTRVfzD01oDE,0.499,0.991,1,-1.59,0,0.103,0.00778,0.794,0.438,0.0385,146.985,230204,6892512
Louis The Child,It's Strange,It's Strange,spotify:track:0NxHMGOA8vwPD0x8MmXnp7,0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951,245581,0
GOT7,FLIGHT LOG : TURBULENCE,Let Me,spotify:track:32gGg6vpjTGYEwX33PWTlU,0.732,0.659,0,-2.866,1,0.0404,0.358,0,0.0961,0.331,98.015,201364,387601
Forty,듣는편지,듣는편지,spotify:track:3qdKzbxebeJakHKhELwSZ9,0.486,0.324,0,-7.699,1,0.0379,0.822,0,0.115,0.281,125.487,204539,309438
Slushii,Pick Yourself Up,Pick Yourself Up,spotify:track:0J8OvXFVL0pWnWlBXci8tv,0.509,0.863,7,-7.56,1,0.0757,0.00846,0.000842,0.103,0.0385,184.982,204370,1876908
Daniel Powter,Daniel Powter,Free Loop,spotify:track:2rtSjGAgCkHL5mKboZMVgD,0.6,0.657,0,-10.693,1,0.0336,0.503,0.00013,0.0816,0.678,75.331,232893,754296
BTS,Love Yourself 結 'Answer',MIC Drop (Steve Aoki Remix) - Full Length Edition,spotify:track:01380RE6UfsPSdiUIwrCoH,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01E-06,0.206,0.542,170.01,307676,5327139
BEVY MACO,summerfever,summerfever,spotify:track:5hfiwHCCx95mrhiDZ5eT8Q,0.432,0.175,10,-15.195,1,0.102,0.859,0.023,0.122,0.0508,77.25,210015,1346
Armin van Buuren,No Fun,No Fun,spotify:track:3YOZWCREvKsxhcZNJix5xd,0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03,130413,15689378
Nelly,Nellyville,Dilemma,spotify:track:0ARK753YaiJbpLUk7z5yIM,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,577308
Coffeeboy,세 번째 음악 로스팅 3rd Music Roasting,내가 니편이 되어 줄게 I Will Be on Your Side,spotify:track:15EEempFA9NjYGXhjxs9H7,0.604,0.127,0,-17.202,1,0.0308,0.779,0.00103,0.0939,0.169,131.908,357120,700867
Marylou Villegas,Voice Memos,Falling for You,spotify:track:0VaSOp1bNxUGkXVeaEsuen,0.554,0.0654,0,-17.153,1,0.0434,0.983,0,0.105,0.151,80.046,207656,208329
Deanz,Pull Me Closer,Hypnotized,spotify:track:2I4y6xCzw0zwF06GpujAyc,0.678,0.577,1,-8.511,0,0.0487,0.332,9.16E-06,0.229,0.273,120.12,179625,6592085
Sangdo,"Come Back Alive (Original Television Soundtrack), Pt 8",Falling In Love,spotify:track:11d8qoNykomn7wHi95tCTK,0.635,0.715,8,-3.682,1,0.0362,0.419,0,0.146,0.536,98.123,214926,210965
Rain,PIECES by RAIN,MAGNETIC (Feat. Jackson Wang),spotify:track:6TjKxof5hlyeufrKpZS6G1,0.826,0.657,11,-4.481,0,0.122,0.132,0,0.277,0.898,159.986,158840,3238691
YELLOW黃宣,怪天氣,怪天氣,spotify:track:5jzg774Qb6yM7Khqe5euvc,0.586,0.376,6,-14.756,0,0.357,0.802,2.69E-06,0.128,0.471,77.548,259387,6105705
队长,队长的音乐世界,可能,spotify:track:6akUaBXv4zOHgqQAjSAnox,0.543,0.547,5,-6.302,1,0.0267,0.465,0,0.126,0.431,132.106,228916,14875387
SE7EN,SE7EN New Mini Album,When I Can't Sing (내가 노래를 못해도),spotify:track:04DzNacNQnSlCqs9bJX4Eg,0.664,0.599,0,-6.238,1,0.0282,0.486,0,0.087,0.704,143.924,235427,0
Kardinal Offishall,Not 4 Sale,Dangerous,spotify:track:4NOZ35Dhucr6UlVyLOtktd,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,246053,8910847
F.I.R.,飛兒樂團,Lydia,spotify:track:4D4KVgVNxed4Hd3rGWlCo2,0.527,0.733,11,-4.624,0,0.0426,0.179,0,0.1,0.374,80.973,238933,1334857
Dua Lipa,Future Nostalgia,We're Good,spotify:track:1diS6nkxMQc3wwC4G1j0bh,0.722,0.588,6,-5.932,1,0.0544,0.0319,0,0.183,0.59,134.01,165507,74204
slchld,blood lotus diary,love me at my worst,spotify:track:2BrZWjAaEJ3jQdBjmvarvf,0.551,0.498,6,-5.812,1,0.0928,0.46,0,0.166,0.532,129.923,161737,1469864
Meli Malavasi,Fresh Like Summer,Fresh Like Summer,spotify:track:23BM5LJ59YDa62Cgw4C9UJ,0.665,0.788,9,-3.131,0,0.239,0.0371,3.82E-06,0.0538,0.538,94.905,174250,0
张天枢Dubhe,呆我眼睛里,呆我眼睛里,spotify:track:3yoSrhkcW3aTXdwRyGOi0T,0.792,0.433,8,-7.422,1,0.0604,0.401,0,0.116,0.595,89,162000,1562743
Catch24,OMW2U,OMW2U,spotify:track:0xaBrA76fjEjMbhScsTAT9,0.701,0.772,0,-6.627,1,0.191,0.21,8.62E-06,0.136,0.335,86.907,144186,2943152
Peck Palitchoke,A little thing,A little thing,spotify:track:0aaASxHyUk8kCiID0f0cNE,0.745,0.454,5,-7.884,1,0.0875,0.622,4.22E-06,0.0885,0.426,83.009,218152,382998
Rothy,Star,Star,spotify:track:0UcaDVU5jKXZXv2BfgMO56,0.353,0.409,0,-9.071,1,0.0523,0.702,0,0.0875,0.199,171.424,245880,9887309
Faime,Feels Like You,Feels Like You,spotify:track:21UPL4RXZPmg2TZ2DgWADj,0.848,0.352,4,-6.798,1,0.0464,0.789,0.000105,0.0865,0.571,92.991,198912,46579
Vanilla Acoustic,Cobalt Blue,Sigh,spotify:track:2BjChKBjmJc0YeBh3I9Xak,0.5,0.468,9,-5.4,1,0.0356,0.817,0,0.109,0.425,129.948,234070,433458
Chan,In Winter,In Winter,spotify:track:6gv0zoTPimTEO5AMK6BW0L,0.457,0.427,8,-7.553,1,0.0533,0.804,1.12E-06,0.171,0.194,173.997,184931,2264196
BBYU,The Sweetest Love,The Sweetest Love,spotify:track:0COFbLTqXAFldyGuHxlXKQ,0.689,0.582,5,-5.94,0,0.0364,0.253,0,0.0724,0.813,140.037,203653,1882479
Billie Eilish,dont smile at me,my boy,spotify:track:1RGasjWLZ4qMN7wbtkLa3u,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4591002
McKay,Angel 2 Me,Angel 2 Me,spotify:track:3ljf15wc6yNaQnFJmPnyxj,0.636,0.522,3,-5.687,1,0.127,0.655,0,0.124,0.654,83.048,210163,543901
Binaural Beats Sleep,"Sleeping Music: Soothing Binaural Beats and Dream Sleep Sounds for Deep Sleep, Relaxing Sleep Aid, Asmr and Sleep Music",Binaural Beats (REM Sleep),spotify:track:3md9ih5DcuqhYO6FVs6KDs,0.398,0.00956,2,-36.329,1,0.0554,0.996,0.988,0.111,0.357,69.067,118387,201540
Red Velvet,‘The ReVe Festival’ Finale,Psycho,spotify:track:3CYH422oy1cZNoo0GTG1TK,0.664,0.666,8,-2.203,1,0.0446,0.193,0,0.0854,0.405,139.987,210560,1337262
Addict.,I Like U,I Like U,spotify:track:4a2Num5y9fCIMTSsISU9RI,0.635,0.222,11,-13.391,1,0.0375,0.943,9.08E-06,0.0951,0.156,76.033,192640,352948
Cardi B,Invasion of Privacy,I Like It,spotify:track:58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,6232955
BY2,TWINS,我知道,spotify:track:7iXPSlDdL0EQwPFtUR8ye1,0.674,0.584,5,-5.784,1,0.0319,0.678,0,0.098,0.29,115.92,250027,2014309
slchld,as long as you're okay,say what's on your mind,spotify:track:5sZOGj6SfzD7lWpwKhF6oE,0.676,0.462,6,-4.207,0,0.037,0.81,0.0286,0.222,0.369,78.959,173740,23771354
J_ust,B_ye,Tryin' to forget you (Feat. Double4Nine),spotify:track:3WligRZmcEPhsWT7iZClsH,0.701,0.411,11,-8.428,1,0.0465,0.783,0,0.0856,0.656,76.127,219333,6500986
keshi,2 soon,2 soon,spotify:track:5SlU0Yhi51jobhEiGE4xDv,0.517,0.663,6,-6.688,0,0.0375,0.146,0,0.322,0.146,174.032,206512,826396
沙宝亮,发烧无限,暗香,spotify:track:4iHDt4q2MvmM9gUbA2BSkU,0.27,0.48,2,-9.102,0,0.0334,0.0979,5.20E-05,0.113,0.238,139.925,277573,12665351
Noah Cyrus,Live or Die,Live or Die,spotify:track:0OiXVxQHUFxvYxQew4xyhD,0.71,0.365,8,-9.958,1,0.0749,0.234,0,0.244,0.396,74.952,194253,13284747
The Weeknd,Starboy,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.003,230453,5537404
HIGHST,Breaking,Breaking,spotify:track:1W736gzUlOsk3NIjho5Pib,0.679,0.644,2,-5.949,0,0.0378,0.506,0,0.0822,0.604,120.953,133805,14977432
Warren Hue,WEST,WEST,spotify:track:7LiXlY6Fhueht9ME6oLzWN,0.628,0.585,3,-7.539,0,0.0723,0.0452,0,0.154,0.704,74.999,169600,0
